Sample_ID,Date_Open,Total_Mass_Flux_g_m2_day ,Terrigenous_Flux_g_m2_day ,PON_Flux_mmoles_m2_day,POC_Flux_mmoles_m2_day,CaCO3_Flux_mmoles_m2_day,OPAL_Flux_mmoles_m2_day,TPP_Flux_umolesP_m2_day,PIP_Flux_umolesP_m2_day,POP_Flux_umolesP_m2_day
SBB 25-6,2006-01-16,2.95,2.17,0.97,8.98,1.53,12.91,178.56,154.70,23.85
SBB 25-7,2006-02-03,2.46,1.71,0.81,7.53,2.10,11.10,152.61,127.86,24.75
SBB 25-8,2006-02-20,2.86,1.94,1.16,10.63,1.82,14.68,237.63,235.62,2.01
SBB 25-9,2006-03-10,1.41,0.84,0.69,6.37,0.85,10.48,106.45,71.74,34.71
SBB 25-10,2006-03-27,1.85,1.11,0.84,7.25,1.36,13.67,120.47,94.32,26.15
SBB 25-11,2006-04-14,2.15,1.13,1.19,10.29,1.45,20.19,187.57,127.16,60.40
SBB 25-12,2006-05-01,2.25,1.09,1.54,13.91,1.35,21.69,235.73,177.25,58.48
SBB 25-13,2006-05-19,1.62,1.04,0.96,8.43,1.11,7.65,141.61,112.58,29.03
SBB 26-1,2006-06-07,3.83,2.08,2.00,19.08,2.19,34.15,250.33,167.02,83.31
SBB 26-2,2006-06-14,2.22,0.88,1.21,11.19,1.76,29.29,143.37,107.47,35.90
SBB 26-3,2006-06-21,1.99,1.10,0.90,8.49,1.36,17.68,126.96,77.89,49.07
SBB 26-4,2006-06-28,2.09,1.13,1.08,10.19,1.85,16.63,98.84,64.45,34.39
SBB 26-5,2006-07-05,4.18,2.86,1.62,15.87,2.87,19.84,239.86,180.15,59.71
SBB 26-6,2006-07-12,2.43,1.42,1.24,11.82,2.11,15.81,119.94,84.71,35.22
SBB 26-7,2006-07-19,3.82,2.24,2.12,19.29,3.10,24.63,213.27,144.65,68.62
SBB 26-8,2006-07-26,2.15,0.96,1.15,10.57,1.65,25.21,130.73,84.91,45.82
SBB 26-9,2006-08-09,1.46,0.84,0.68,6.38,1.17,10.91,83.53,57.46,26.07
SBB 26-10,2006-08-23,1.55,0.77,0.70,6.38,0.99,17.24,71.37,47.95,23.42
SBB 26-11,2006-09-06,2.15,1.11,1.09,9.93,1.28,21.82,119.15,73.71,45.44
SBB 26-12,2006-09-20,1.42,0.82,0.86,7.69,0.94,9.72,115.31,74.99,40.33
SBB 26-13,2006-10-04,1.48,0.87,0.66,6.82,1.01,10.75,81.29,56.98,24.31
SBB 27-1,2006-10-18,2.15,1.48,0.81,8.78,1.48,9.15,108.25,85.45,22.80
SBB 27-2,2006-11-05,2.58,1.88,0.82,8.41,2.08,8.67,133.97,110.79,23.18
SBB 27-3,2006-11-23,1.97,1.30,0.84,7.97,2.01,8.21,112.01,94.67,17.33
SBB 27-4,2006-12-11,4.29,3.34,0.94,9.95,2.68,13.74,197.42,176.48,20.94
SBB 27-5,2006-12-29,4.27,3.34,1.03,9.78,2.93,12.40,232.36,195.55,36.81
SBB 27-6,2007-01-16,2.24,1.60,0.67,6.46,1.52,10.33,113.74,90.73,23.00
SBB 27-7,2007-02-03,,,,,,,,,
SBB 27-8,2007-02-21,1.12,0.64,0.49,4.53,0.85,9.43,77.64,59.62,18.02
SBB 27-9,2007-03-11,2.23,0.65,1.22,11.64,0.94,40.46,166.00,122.89,43.11
SBB 27-10,2007-03-29,1.89,0.96,0.76,7.04,1.15,21.51,157.15,120.65,36.49
SBB 27-11,2007-04-16,1.63,0.88,0.57,5.01,0.70,19.05,69.40,48.46,20.93
SBB 27-12,2007-05-04,0.40,0.16,0.17,1.43,0.14,6.58,10.39,6.14,4.25
SBB 27-13,2007-05-22,0.07,0.04,0.05,0.43,0.02,0.45,,,
SBB 28-1,2007-06-13,2.99,0.84,1.77,14.29,3.23,49.57,156.94,104.92,52.01
SBB 28-2,2007-06-23,2.91,1.25,1.78,14.00,2.39,35.58,192.39,128.04,64.35
SBB 28-3,2007-07-03,2.51,1.07,1.30,11.03,1.63,33.78,99.96,65.57,34.39
SBB 28-4,2007-07-13,1.61,0.75,0.90,7.91,1.65,16.39,85.77,54.95,30.82
SBB 28-5,2007-07-23,,,,,,,,,
SBB 28-6,2007-08-02,2.52,1.45,1.18,11.02,2.58,17.11,125.29,90.82,34.47
SBB 28-7,2007-08-12,,,,,,,,,
SBB 28-8,2007-08-22,,,,,,,,,
SBB 28-9,2007-09-01,1.45,0.66,0.80,7.04,1.21,16.02,78.19,63.22,14.97
SBB 28-10,2007-09-11,1.15,0.61,0.86,7.06,0.91,8.63,90.84,63.74,27.10
SBB 28-11,2007-09-21,1.42,0.91,0.58,5.31,1.16,8.40,74.68,52.21,22.47
SBB 28-12,2007-10-01,1.91,1.18,1.09,9.37,1.51,10.57,127.30,90.03,37.27
SBB 28-13,2007-10-08,1.69,1.08,0.81,6.83,1.48,9.33,98.09,74.94,23.15
SBB 29-1,2007-11-01,2.61,1.89,0.76,6.92,1.83,11.63,151.35,124.97,26.38
SBB 29-2,2007-11-18,1.48,0.98,0.62,5.55,1.58,6.13,95.02,72.22,22.79
SBB 29-3,2007-12-05,2.51,1.85,0.77,6.65,2.20,8.70,170.01,135.87,34.14
SBB 29-4,2007-12-22,2.53,1.85,0.78,6.81,2.01,9.49,148.29,129.81,18.48
SBB 29-5,2008-01-08,2.66,2.05,0.84,7.62,1.99,6.52,151.64,127.99,23.65
SBB 29-6,2008-01-25,2.01,1.38,0.75,6.64,1.94,8.31,115.23,90.76,24.47
SBB 29-7,2008-02-11,2.46,1.64,0.89,8.17,1.66,14.32,148.73,116.65,32.09
SBB 29-8,2008-02-28,1.25,0.85,0.51,4.94,0.99,5.59,71.47,56.69,14.78
SBB 29-9,2008-03-16,1.16,0.71,0.53,4.65,0.98,7.79,68.42,50.36,18.06
SBB 29-10,2008-04-02,2.55,1.05,1.29,11.09,1.68,35.79,135.23,100.32,34.91
SBB 29-11,2008-04-19,1.98,0.49,1.43,12.27,1.07,36.09,135.06,91.92,43.14
SBB 29-12,2008-05-06,2.22,1.13,1.10,9.67,1.39,23.52,159.89,127.14,32.74
SBB 29-13,2008-05-23,1.86,0.99,0.97,8.27,1.23,17.58,133.31,110.86,22.45
SBB 30-1,2008-06-06,6.55,5.39,2.77,24.69,3.91,86.64,335.25,225.49,109.76
SBB 30-2,2008-06-13,4.86,3.97,2.05,18.63,3.34,44.65,248.96,189.21,59.75
SBB 30-3,2008-06-20,5.11,3.91,2.56,23.82,4.66,37.06,320.48,215.93,104.55
SBB 30-4,2008-06-27,6.79,5.52,2.65,25.19,5.17,37.33,376.54,292.99,83.55
SBB 30-5,2008-07-04,4.07,3.23,1.56,15.16,3.73,22.86,202.68,147.17,55.51
SBB 30-6,2008-07-11,3.75,3.08,1.27,12.61,2.90,17.18,184.16,145.47,38.69
SBB 30-7,2008-07-18,1.02,0.83,0.33,3.26,0.72,4.06,49.03,43.76,5.27
SBB 30-8,2008-08-01,0.94,0.77,0.30,2.95,0.73,3.80,42.12,33.68,8.44
SBB 30-9,2008-08-15,0.68,0.54,0.25,2.27,0.64,3.10,34.52,23.23,11.29
SBB 30-10,2008-08-29,0.86,0.67,0.35,3.15,0.91,3.97,48.50,31.73,16.77
SBB 30-11,2008-09-12,0.53,0.39,0.22,1.99,0.61,2.19,27.02,17.44,9.58
SBB 30-12,2008-09-26,0.51,0.36,0.22,2.04,0.71,3.66,23.73,17.59,6.13
SBB 30-13,2008-10-10,1.54,1.15,0.77,6.58,1.82,12.09,76.29,48.92,27.37
SBB 31-1,2009-04-21,1.90,1.77,0.91,6.85,1.36,10.56,101.03,77.92,23.11
SBB 31-2,2009-05-03,2.02,1.88,0.86,6.55,1.43,18.77,90.44,63.48,26.97
SBB 31-3,2009-05-15,4.24,4.05,1.87,14.37,1.90,95.57,133.39,89.82,43.57
SBB 31-4,2009-05-27,3.03,2.82,1.55,12.20,2.15,41.48,127.58,89.97,37.60
SBB 31-5,2009-06-08,2.07,1.91,0.92,7.82,1.59,17.33,103.71,74.70,29.01
SBB 31-6,2009-06-20,1.90,1.75,0.93,7.81,1.48,20.53,88.74,56.58,32.16
SBB 31-7,2009-07-02,1.05,0.94,0.52,4.28,1.08,9.00,47.82,34.47,13.34
SBB 31-8,2009-07-14,2.03,1.87,1.16,9.00,1.59,33.05,79.91,46.79,33.12
SBB 31-9,2009-07-26,2.71,2.51,1.36,14.91,2.01,31.82,133.50,99.84,33.66
SBB 31-10,2009-08-07,0.80,0.74,0.43,3.28,0.56,7.49,38.31,21.94,16.36
SBB 31-11,2009-08-19,1.21,1.11,0.73,5.82,0.98,9.00,58.79,41.45,17.34
SBB 31-12,2009-08-31,1.17,1.09,0.77,5.32,0.82,9.83,53.00,38.30,14.70
SBB 31-13,2009-09-12,1.83,1.69,1.03,8.27,1.46,13.56,96.73,70.23,26.50
SBB 32-1 B,2009-09-25,1.91,1.60,0.65,5.64,1.37,10.41,139.18,110.05,29.13
SBB 32-2 B,2009-10-12,2.19,1.80,0.83,7.56,1.63,11.97,185.86,133.99,51.87
SBB 32-3 B,2009-10-29,1.88,1.49,0.81,7.42,1.64,12.25,157.79,125.77,32.02
SBB 32-4 B,2009-11-15,1.21,0.94,0.56,4.92,1.17,8.78,114.21,85.00,29.21
SBB 32-5 B,2009-12-02,2.51,2.06,0.86,7.95,2.16,15.10,200.49,164.32,36.17
SBB 32-6 B,2009-12-19,2.18,1.75,0.67,6.64,2.30,10.30,164.69,132.33,32.36
SBB 32-7 B,2010-01-05,1.57,1.29,0.51,4.52,1.44,6.56,125.17,108.63,16.53
SBB 32-8 B,2010-01-22,1.69,1.33,0.61,5.31,1.95,9.27,148.54,123.66,24.88
SBB 32-9 B,2010-02-08,1.77,1.42,0.71,5.43,1.89,9.67,138.96,110.20,28.76
SBB 32-10 B,2010-02-25,2.48,2.03,0.81,7.73,2.20,13.07,173.68,148.26,25.42
SBB 32-11 B,2010-03-14,2.31,2.00,0.62,5.87,1.34,11.29,170.29,142.08,28.21
SBB 32-12 B,2010-03-31,0.18,0.15,0.07,0.63,0.11,1.58,20.54,14.94,5.61
SBB 32-13 B,2010-04-17,,,,,,,,,
SBB 33-1 B,2010-04-03,,,,,,,,,
SBB 33-2 B,2010-04-17,,,,,,,,,
SBB 33-3 B,2010-05-01,,,,,,,,,
SBB 33-4 B,2010-05-15,,,,,,,,,
SBB 33-5 B,2010-05-29,,,,,,,,,
SBB 33-6 B,2010-06-12,,,,,,,,,
SBB 33-7 B,2010-06-26,,,,,,,,,
SBB 33-8 B,2010-07-10,,,,,,,,,
SBB 33-9 B,2010-07-24,,,,,,,,,
SBB 33-10 B,2010-08-07,,,,,,,,,
SBB 33-11 B,2010-08-21,,,,,,,,,
SBB 33-12 B,2010-09-04,,,,,,,,,
SBB 33-13 B,2010-09-18,,,,,,,,,
SBB 34-1,2010-10-08,2.37,1.77,1.22,10.58,2.85,33.57,261.16,254.87,6.28
SBB 34-2,2010-10-23,1.14,0.81,0.72,6.21,1.42,17.77,195.74,165.18,30.56
SBB 34-3,2010-11-07,1.84,1.32,0.94,8.28,2.74,32.22,149.49,116.06,33.42
SBB 34-4,2010-11-22,1.53,1.15,0.90,7.41,1.54,24.96,130.74,102.54,28.20
SBB 34-5,2010-12-07,2.53,1.95,1.34,12.89,1.90,63.54,217.86,168.85,49.01
SBB 34-6,2010-12-22,1.38,1.12,0.53,5.39,0.95,14.69,116.15,117.02,-0.87
SBB 34-7,2011-01-06,1.41,1.06,0.62,6.16,1.58,16.85,149.45,123.39,26.05
SBB 34-8,2011-01-21,2.23,1.59,1.02,10.77,3.18,0.00,196.51,170.72,25.80
SBB 34-9,2011-02-05,1.48,1.07,0.70,6.45,2.19,22.20,116.77,90.12,26.64
SBB 34-10,2011-02-20,0.92,0.67,0.38,4.10,1.30,16.89,79.58,60.42,19.16
SBB 34-11,2011-03-07,0.24,0.17,0.11,0.95,0.36,5.18,,,
SBB 34-12,2011-03-22,,,,,,,,,
SBB 34-13,2011-04-06,0.26,0.21,0.13,1.08,0.26,6.77,,,
SBB 35-1,2011-05-06,1.66,1.22,0.57,6.11,,9.07,85.84,68.25,17.60
SBB 35-2,2011-05-18,1.44,1.01,0.72,6.91,,7.92,108.05,80.38,27.67
SBB 35-3,2011-05-30,3.05,2.46,1.21,12.11,,8.16,243.73,190.94,52.79
SBB 35-4,2011-06-11,2.79,1.96,1.28,12.60,,15.81,167.50,139.13,28.37
SBB 35-5,2011-06-23,0.78,0.52,0.65,5.29,,3.31,38.01,30.19,7.82
SBB 35-6,2011-07-05,1.18,0.89,0.61,5.69,,4.29,65.41,57.16,8.26
SBB 35-7,2011-07-17,,,,,,,,,
SBB 35-8,2011-07-29,,,,,,,,,
SBB 35-9,2011-08-10,,,,,,,,,
SBB 35-10,2011-08-22,,,,,,,,,
SBB 35-11,2011-09-03,,,,,,,,,
SBB 35-12,2011-09-15,,,,,,,,,
SBB 35-13,2011-09-27,,,,,,,,,
SBB 36-1,2011-10-28,2.01,1.25,0.77,9.87,2.28,8.66,142.64,117.03,25.60
SBB 36-2,2011-11-13,1.99,1.27,0.83,7.60,2.60,8.50,120.51,101.11,19.40
SBB 36-3,2011-11-29,1.49,0.90,0.63,5.69,1.82,8.27,95.07,73.13,21.94
SBB 36-4,2011-12-15,1.55,0.99,0.62,5.36,1.83,7.62,103.24,80.79,22.45
SBB 36-5,2011-12-31,1.83,1.36,0.75,6.44,2.77,0.00,142.83,116.65,26.18
SBB 36-6,2012-01-16,1.55,1.03,0.61,5.36,1.61,6.94,133.64,119.58,14.05
SBB 36-7,2012-02-01,2.25,1.52,0.91,7.82,2.45,9.17,148.19,123.21,24.97
SBB 36-8,2012-02-17,0.76,0.48,0.35,2.92,0.85,3.75,61.84,51.94,9.91
SBB 36-9,2012-03-04,0.33,0.16,0.28,2.21,0.41,2.27,37.24,31.67,5.57
SBB 36-10,2012-03-20,0.97,0.67,0.51,4.35,0.68,3.57,53.48,33.89,19.59
SBB 36-11,2012-04-05,0.10,0.04,0.05,0.46,0.06,1.14,3.54,2.27,1.27
SBB 36-12,2012-04-21,0.04,0.03,0.01,0.19,0.06,0.00,,,
SBB 36-13,2012-05-07,0.04,0.03,0.00,0.03,0.05,0.00,,,
SBB 37-1,2012-06-22,2.15,1.39,0.91,7.98,1.46,13.48,166.52,134.98,31.54
SBB 37-2,2012-07-01,2.55,1.77,0.98,7.80,1.52,13.92,184.90,152.62,32.28
SBB 37-3,2012-07-11,,,,,,,,,
SBB 37-4,2012-07-20,,,,,,,,,
SBB 37-5,2012-07-30,,,,,,,,,
SBB 37-6,2012-08-08,,,,,,,,,
SBB 37-7,2012-08-18,,,,,,,,,
SBB 37-8,2012-08-27,,,,,,,,,
SBB 37-9,2012-09-06,,,,,,,,,
SBB 37-10,2012-09-15,,,,,,,,,
SBB 37-11,2012-09-25,,,,,,,,,
SBB 37-12,2012-10-04,,,,,,,,,
SBB 37-13,2012-10-14,,,,,,,,,
SBB 38-1,2013-06-18,1.46,0.84,0.90,6.71,1.08,11.06,88.32,61.93,26.38
SBB 38-2,2013-06-27,4.93,2.82,2.99,21.32,3.79,38.94,278.58,187.50,91.08
SBB 38-3,2013-07-07,4.09,2.53,2.08,16.70,3.02,26.90,236.56,171.15,65.41
SBB 38-4,2013-07-16,3.53,2.23,1.69,13.60,2.68,22.44,199.98,150.29,49.69
SBB 38-5,2013-07-26,4.08,2.46,2.62,18.27,2.85,28.03,194.42,140.51,53.91
SBB 38-6,2013-08-05,3.29,2.16,2.20,14.12,2.15,17.32,221.13,145.19,75.94
SBB 38-7,2013-08-14,2.36,1.52,1.41,10.03,1.95,12.12,139.21,93.35,45.87
SBB 38-8,2013-08-24,2.44,1.48,1.50,10.27,1.68,17.11,120.90,82.69,38.21
SBB 38-9,2013-09-02,2.77,2.09,1.08,7.66,1.70,9.81,160.60,117.78,42.82
SBB 38-10,2013-09-12,1.20,0.77,0.82,5.12,0.77,6.94,71.85,46.43,25.42
SBB 38-11,2013-09-22,1.27,0.78,1.26,7.71,0.60,6.87,97.69,62.08,35.62
SBB 38-12,2013-10-01,0.73,0.49,0.42,2.88,0.48,3.57,47.75,31.91,15.84
SBB 38-13,2013-10-11,0.96,0.63,0.66,4.52,0.65,4.80,66.86,42.35,24.50
SBB 39-1,2013-10-23,1.00,0.70,0.42,3.63,0.68,4.23,63.00,47.51,15.48
SBB 39-2,2013-11-08,0.90,0.67,0.29,2.64,0.66,2.98,56.79,44.98,11.81
SBB 39-3,2013-11-24,0.70,0.50,0.24,2.14,0.62,2.71,46.52,33.53,12.99
SBB 39-4,2013-12-10,1.59,1.28,0.33,3.07,0.88,4.55,89.25,84.80,4.45
SBB 39-5,2013-12-26,1.15,0.89,0.31,2.84,0.85,3.36,66.74,62.46,4.27
SBB 39-6,2014-01-11,0.63,0.48,0.18,1.73,0.58,1.42,41.04,28.61,12.43
SBB 39-7,2014-01-27,0.55,0.41,0.19,1.71,0.44,1.56,34.34,26.03,8.32
SBB 39-8,2014-02-12,0.76,0.55,0.25,2.25,0.46,3.30,54.07,41.55,12.53
SBB 39-9,2014-02-28,1.49,1.05,0.55,4.42,0.86,7.85,95.27,75.56,19.71
SBB 39-10,2014-03-16,0.69,0.45,0.28,2.43,0.84,2.70,60.37,40.42,19.96
SBB 39-11,2014-04-01,0.58,0.32,0.27,2.19,0.50,4.99,41.51,28.96,12.55
SBB 39-12,2014-04-17,2.02,1.15,0.94,7.86,1.40,17.54,160.67,118.11,42.56
SBB 39-13,2014-05-03,1.00,0.54,0.50,3.99,0.55,10.32,74.62,52.33,22.29
SBB 40-1,2014-05-24,3.00,1.85,1.42,11.67,0.89,25.12,144.91,109.87,35.04
SBB 40-2,2014-06-04,2.74,1.61,1.29,11.14,1.30,23.83,126.79,94.73,32.06
SBB 40-3,2014-06-16,3.88,2.37,1.84,16.23,1.75,30.30,189.96,138.57,51.39
SBB 40-4,2014-06-27,3.12,2.01,1.49,13.68,1.51,19.72,161.20,119.02,42.18
SBB 40-5,2014-07-09,2.50,1.63,1.27,11.39,1.68,12.73,128.03,96.28,31.75
SBB 40-6,2014-07-20,2.67,1.61,1.33,12.05,1.90,18.26,142.53,111.20,31.33
SBB 40-7,2014-08-01,2.17,1.38,0.98,8.70,1.13,14.71,105.60,80.35,25.26
SBB 40-8,2014-08-12,1.40,0.71,0.54,4.87,0.73,16.77,69.96,48.24,21.73
SBB 40-9,2014-08-24,1.52,1.01,1.00,8.96,0.78,5.94,69.97,49.64,20.33
SBB 40-10,2014-09-04,2.01,1.39,0.82,7.51,1.35,9.55,102.77,84.64,18.13
SBB 40-11,2014-09-16,1.70,1.15,0.72,6.58,1.20,8.23,86.97,66.77,20.21
SBB 40-12,2014-09-27,1.59,1.16,0.62,5.64,1.01,5.57,79.79,60.11,19.68
SBB 40-13,2014-10-09,1.90,1.61,0.63,5.74,1.12,0.00,89.08,68.61,20.46
SBB 41-1,2014-12-18,2.38,1.85,0.79,7.08,1.91,4.40,105.53,83.88,21.65
SBB 41-2,2014-12-31,1.69,1.29,0.61,6.54,1.26,2.80,91.33,82.22,9.11
SBB 41-3,2015-01-13,1.24,0.87,0.47,4.22,1.34,3.92,56.89,45.04,11.85
SBB 41-4,2015-01-26,1.21,0.85,0.48,4.61,1.41,2.89,60.92,43.00,17.92
SBB 41-5,2015-02-08,0.88,0.62,0.36,3.39,1.25,1.50,44.88,31.81,13.06
SBB 41-6,2015-02-21,0.95,0.66,0.42,3.80,1.25,1.70,49.25,36.81,12.43
SBB 41-7,2015-03-06,0.67,0.42,0.33,2.91,0.86,2.63,35.58,25.61,9.97
SBB 41-8,2015-03-19,1.16,0.75,0.57,5.13,1.11,5.11,50.12,32.60,17.52
SBB 41-9,2015-04-01,0.85,0.57,0.41,3.49,0.56,4.41,44.26,31.00,13.26
SBB 41-10,2015-04-14,1.08,0.69,0.56,4.37,0.31,8.08,35.04,24.41,10.63
SBB 41-11,2015-04-27,0.03,0.02,0.03,0.20,0.02,0.00,,,
SBB 41-12,2015-05-10,0.05,0.04,0.04,0.28,0.03,0.00,1.96,1.59,0.36
SBB 41-13,2015-05-23,0.43,0.31,0.22,1.75,0.23,1.67,17.00,11.04,5.96
SBB 42-1,2015-06-04,3.70,2.64,1.52,12.11,2.36,16.11,193.37,136.56,56.81
SBB 42-2,2015-06-14,2.89,1.82,1.90,13.31,2.80,14.19,188.02,110.63,77.39
SBB 42-3,2015-06-24,2.85,1.57,1.96,14.46,1.80,23.86,151.61,81.09,70.52
SBB 42-4,2015-07-04,0.09,0.05,0.08,0.61,0.02,0.68,5.25,2.63,2.62
SBB 42-5,2015-07-14,0.00,,,,,,,,
SBB 42-6,2015-07-24,,,,,,,,,
SBB 42-7,2015-08-03,0.01,,,,,,,,
SBB 42-8,2015-08-13,0.00,,,,,,,,
SBB 42-9,2015-08-23,0.23,0.13,0.17,1.28,0.12,1.72,11.86,7.73,4.13
SBB 42-10,2015-09-02,1.40,0.90,0.73,5.97,0.44,9.87,56.63,34.62,22.01
SBB 42-11,2015-09-12,0.04,0.03,0.04,0.38,0.01,0.26,,,
SBB 42-12,2015-09-22,0.00,,,,,,,,
SBB 42-13,2015-10-02,0.00,,,,,,,,
SBB 43-1,2015-10-14,1.89,1.38,0.70,6.10,1.50,6.06,88.89,74.55,14.34
SBB 43-2,2015-10-30,1.29,0.88,0.74,5.81,1.04,4.92,80.85,54.13,26.72
SBB 43-3,2015-11-16,2.68,2.12,0.69,5.76,1.75,7.72,151.66,121.13,30.53
SBB 43-4,2015-12-02,3.95,3.21,0.97,8.79,2.26,8.68,186.77,158.18,28.59
SBB 43-5,2015-12-19,0.00,,,,,0.00,,,
SBB 43-6,2016-01-04,1.90,1.26,0.84,7.00,1.94,8.40,113.04,81.55,31.48
SBB 43-7,2016-01-21,1.64,1.10,0.64,5.33,2.05,6.17,87.40,69.03,18.37
SBB 43-8,2016-02-06,3.93,2.99,0.97,8.69,4.16,9.51,210.55,159.81,50.74
SBB 43-9,2016-02-23,1.79,1.34,0.54,5.15,1.76,4.19,98.91,71.56,27.35
SBB 43-10,2016-03-10,1.53,1.03,0.54,5.00,1.77,6.09,76.72,55.70,21.03
SBB 43-11,2016-03-27,1.59,0.93,0.68,6.27,1.33,11.85,73.03,47.85,25.18
SBB 43-12,2016-04-12,1.75,1.01,1.01,8.01,0.98,14.38,94.92,72.16,22.76
SBB 43-13,2016-04-29,0.79,0.49,0.37,3.09,0.64,5.25,42.08,31.77,10.31
SBB 44-1,2016-05-18,2.29,1.43,0.89,7.88,1.92,15.19,268.45,247.71,20.74
SBB 44-2,2016-06-01,2.75,1.68,1.21,10.82,2.01,19.36,366.31,305.60,60.71
SBB 44-3,2016-06-15,2.88,1.66,1.28,11.46,2.42,22.72,292.84,243.41,49.43
SBB 44-4,2016-06-29,4.38,2.73,1.70,14.71,2.25,35.06,341.57,296.15,45.42
SBB 44-5,2016-07-13,1.61,1.01,0.77,6.59,1.38,9.51,240.67,197.88,42.79
SBB 44-6,2016-07-27,2.48,1.63,1.33,12.27,1.58,11.45,310.26,87.20,223.06
SBB 44-7,2016-08-10,1.93,1.20,1.07,10.35,1.24,10.76,285.01,166.27,118.73
SBB 44-8,2016-08-24,1.83,1.18,0.90,8.39,0.86,11.02,342.92,343.21,-0.29
SBB 44-9,2016-09-07,2.01,1.37,0.88,7.84,1.09,10.47,317.31,279.65,37.66
SBB 44-10,2016-09-21,2.31,1.51,1.15,11.60,1.41,11.04,361.36,335.79,25.57
SBB 44-11,2016-10-05,1.63,1.03,0.81,8.19,1.10,8.80,270.15,237.65,32.50
SBB 44-12,2016-10-19,0.64,0.39,0.30,2.77,0.43,4.26,219.87,206.70,13.16
SBB44-13,,,,,,,,,,
SBB 45-1,2016-10-27,1.84,1.24,0.85,7.92,1.63,6.95,101.17,63.12,38.06
SBB 45-2,2016-11-11,2.35,1.51,1.14,10.91,1.70,12.22,118.37,84.93,33.44
SBB 45-3,2016-11-26,2.00,1.28,1.04,8.54,2.27,8.57,115.63,78.73,36.89
SBB 45-4,2016-12-11,2.17,1.51,0.89,8.40,1.64,8.55,113.10,85.85,27.25
SBB 45-5,2016-12-26,1.88,1.49,0.67,6.22,1.48,2.11,105.50,82.28,23.22
SBB 45-6,2017-01-10,1.58,1.05,0.60,5.20,2.04,5.91,89.81,64.81,25.00
SBB 45-7,2017-01-25,3.30,2.08,1.34,11.44,5.19,12.67,189.28,140.50,48.77
SBB 45-8,2017-02-09,1.55,1.04,0.67,5.61,1.84,5.60,93.21,71.53,21.69
SBB 45-9,2017-02-24,1.22,0.76,0.79,5.71,1.48,5.03,77.22,52.69,24.53
SBB 45-10,2017-03-11,2.66,1.38,1.78,14.94,2.02,22.40,156.14,121.81,34.33
SBB 45-11,2017-03-26,1.01,0.71,0.33,2.78,0.81,4.95,63.27,42.37,20.91
SBB 45-12,2017-04-10,1.89,0.89,1.51,11.10,1.09,19.81,135.69,66.34,69.34
SBB 45-13,2017-04-25,0.37,0.19,0.39,2.74,0.31,2.61,26.39,14.79,11.60
SBB 46-1,2017-05-11,3.65,1.62,1.75,14.86,1.77,50.14,155.01,100.85,54.16
SBB 46-2,2017-05-24,4.39,1.99,2.56,20.69,2.47,54.45,196.37,119.11,77.27
SBB 46-3,2017-06-06,2.80,1.71,1.25,10.89,1.76,21.14,129.39,95.85,33.54
SBB 46-4,2017-06-19,2.55,1.47,1.24,10.47,1.59,21.75,116.41,81.45,34.96
SBB 46-5,2017-07-02,2.35,1.34,1.21,10.02,1.25,20.67,108.57,74.39,34.18
SBB 46-6,2017-07-15,1.06,0.54,0.98,7.25,0.59,8.53,78.12,39.29,38.82
SBB 46-7,2017-07-28,1.47,0.80,0.84,6.95,0.99,12.67,80.00,52.78,27.22
SBB 46-8,2017-08-10,1.09,0.58,0.98,7.29,0.68,7.64,80.07,39.74,40.34
SBB 46-9,2017-08-23,1.16,0.65,0.71,6.04,1.08,7.82,65.15,43.27,21.88
SBB 46-10,2017-09-05,0.83,0.41,1.18,7.80,0.49,4.93,81.07,31.87,49.20
SBB 46-11,2017-09-18,1.18,0.68,0.70,5.66,0.74,9.29,63.28,40.86,22.42
SBB 46-12,2017-10-01,1.47,0.89,0.97,8.38,0.91,8.51,86.45,59.57,26.87
SBB 46-13,2017-10-14,4.00,2.55,2.47,21.57,2.50,19.71,230.99,170.24,60.75
SBB 47-1,2017-11-04,1.62,1.07,0.73,6.94,0.86,9.01,160.54,132.12,28.42
SBB 47-2,2017-11-18,1.77,1.12,0.71,6.79,1.24,11.27,330.55,279.95,50.60
SBB 47-3,2017-12-02,2.60,1.77,0.92,9.82,2.30,10.83,559.29,491.38,67.90
SBB 47-4,2017-12-16,1.97,1.39,0.68,7.25,1.64,6.83,675.34,618.36,56.98
SBB 47-5,2017-12-30,1.81,1.25,0.76,6.49,1.90,6.07,417.75,416.48,1.27
SBB 47-6,2018-01-13,1.61,1.17,0.58,5.53,1.35,5.03,471.00,492.53,-21.53
SBB 47-7,2018-01-27,2.06,1.40,0.68,5.93,1.87,10.15,536.11,457.37,78.74
SBB 47-8,2018-02-10,1.72,1.17,0.58,4.95,1.08,10.45,465.95,402.21,63.74
SBB 47-9,2018-02-24,1.03,0.67,0.39,3.49,0.91,5.66,350.85,342.36,8.48
SBB 47-10,2018-03-10,1.41,0.74,0.90,6.49,0.81,14.25,694.56,640.35,54.21
SBB 47-11,2018-03-24,1.01,0.60,0.39,3.45,0.76,8.42,466.23,374.50,91.73
SBB 47-12,2018-04-07,0.77,0.50,0.31,2.40,0.48,5.37,351.56,320.44,31.12
SBB 47-13,2018-04-21,3.07,1.48,1.60,12.95,1.64,36.93,381.43,330.59,50.84
SBB 48-1,2018-05-26,2.56,1.24,1.67,13.14,2.87,22.59,132.36,73.72,58.64
